question,answer
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 cows, 15 beetles, 1 duck, 2 bees, 5 cockroachs, 7 jellyfishs?
",162
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 6 fireflys, 1 grasshopper, 12 lions, 9 flatworms, 3 crickets, 8 starfishs, 8 dogs?
",180
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 beetles, 11 cows, 5 tigers, 4 butterflys, 8 fireflys, 9 grasshoppers?
",250
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 bees, 2 lobsters, 12 starfishs, 7 giraffes, 5 crickets, 3 humans, 15 butterflys, 9 horses, 3 scorpions?
",324
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 wasps, 11 praying mantiss, 2 beetles, 1 jellyfish, 3 cockroachs, 7 fireflys, 9 starfishs, 2 leechs, 11 crabs?
",353
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 4 spiders, 1 starfish, 13 sheeps, 4 flatworms, 15 scorpions, 11 sea slugs, 1 chicken, 13 cows?
",263
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 2 flatworms, 12 sheeps, 10 elephants?
",88
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 leechs, 5 bees, 11 spiders?
",118
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 6 starfishs, 3 ants, 9 praying mantiss?
",102
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 scorpions, 14 fireflys, 2 flatworms, 14 sea slugs?
",140
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 6 spiders, 2 praying mantiss, 1 tiger, 6 insects, 5 birds, 7 humans, 12 deers?
",172
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 sheeps, 14 wasps, 12 dogs, 1 scorpion, 1 lobster, 7 ants, 10 lions?
",252
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 lobsters, 13 dogs, 5 ants, 7 wasps, 14 horses, 15 shrimps, 14 deers, 4 giraffes, 6 jellyfishs, 3 fireflys?
",470
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 humans, 12 chickens, 13 wasps, 9 crickets, 12 bees, 1 spider, 8 cows?
",288
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 6 crabs, 8 wasps, 11 humans, 8 insects, 3 jellyfishs, 11 shrimps, 5 lions, 11 cockroachs, 4 sheeps, 7 deers?
",418
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 9 flatworms, 2 horses, 1 leech, 14 crickets?
",92
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 8 crabs, 9 cats, 8 horses?
",148
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 9 humans, 11 scorpions, 1 snake, 4 beetles, 3 leechs?
",130
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 4 lions, 1 beetle, 10 lobsters, 13 chickens, 5 giraffes, 10 snakes, 11 sheeps, 4 shrimps, 3 grasshoppers?
",270
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 3 starfishs, 10 birds, 6 woodlouses, 13 elephants, 7 tigers, 10 spiders, 13 cows?
",331
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 grasshoppers, 6 deers, 10 birds?
",104
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 15 grasshoppers, 2 snakes, 13 insects, 9 spiders, 1 sheep, 15 giraffes, 5 horses, 14 fireflys, 6 humans, 12 birds?
",444
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 9 scorpions, 13 fireflys, 4 horses, 12 insects, 12 giraffes, 4 tigers, 4 butterflys, 7 elephants, 2 chickens, 1 snake?
",358
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 ducks, 10 bees, 12 jellyfishs, 6 crickets?
",110
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 6 insects, 2 shrimps, 7 spiders, 8 ants, 5 jellyfishs, 10 snakes, 11 fireflys, 7 leechs, 7 praying mantiss?
",268
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 lions, 9 sheeps, 11 shrimps, 3 crickets, 6 scorpions, 13 praying mantiss, 9 giraffes, 5 insects, 11 lobsters, 11 tigers?
",530
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 9 giraffes, 6 dogs, 13 insects?
",138
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 12 insects, 12 cows, 6 beetles, 12 grasshoppers?
",228
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 3 crickets, 3 shrimps, 6 birds, 2 tigers, 6 ants?
",104
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 14 humans, 7 deers, 2 crickets, 5 crabs, 3 cows, 11 insects, 1 flatworm, 12 ducks, 9 lions, 9 sheeps?
",292
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 6 woodlouses, 5 tigers, 6 jellyfishs, 4 grasshoppers, 12 wasps, 10 elephants, 6 shrimps, 12 praying mantiss, 14 chickens?
",400
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 9 sheeps, 9 wasps, 2 dogs, 12 jellyfishs, 1 starfish?
",103
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 2 starfishs, 5 scorpions, 5 woodlouses, 5 cows, 13 sheeps, 11 sea slugs, 7 beetles, 8 lions?
",266
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 1 human, 13 snakes, 1 chicken, 6 jellyfishs, 11 lobsters, 10 birds, 8 bees, 10 cows, 8 woodlouses, 3 shrimps?
",364
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 lobsters, 14 fireflys, 5 wasps, 8 dogs, 6 butterflys, 10 crickets, 8 birds, 11 starfishs, 6 flatworms?
",383
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 1 firefly, 11 tigers, 8 crabs, 13 ants, 13 birds, 10 wasps, 3 sheeps, 3 dogs, 12 snakes, 7 chickens?
",332
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 9 wasps, 10 starfishs, 6 giraffes, 12 elephants, 7 butterflys?
",218
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 spiders, 12 lions, 6 butterflys?
",188
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 2 deers, 8 praying mantiss, 8 sea slugs, 11 flatworms?
",56
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 butterflys, 13 crabs, 15 shrimps, 11 jellyfishs, 12 wasps, 8 grasshoppers, 11 ducks, 14 giraffes, 15 flatworms, 2 fireflys?
",550
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 1 lion, 8 sheeps, 8 tigers, 4 horses, 15 spiders, 15 woodlouses, 8 lobsters, 7 butterflys, 7 dogs, 5 giraffes?
",584
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 lobsters, 7 insects, 1 bee, 11 humans?
",170
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 sea slugs, 12 crickets, 2 scorpions, 1 praying mantis, 1 starfish, 5 cats, 6 beetles, 8 tigers?
",187
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 woodlouses, 15 shrimps, 11 humans, 8 spiders, 6 wasps, 5 beetles, 6 tigers?
",396
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 3 jellyfishs, 1 duck, 7 ants, 3 butterflys, 13 praying mantiss?
",140
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 14 flatworms, 4 crabs, 10 ducks, 12 starfishs, 10 jellyfishs?
",120
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 14 chickens, 12 ants, 10 shrimps, 7 praying mantiss?
",242
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 15 ants, 14 wasps, 5 beetles, 5 butterflys, 9 chickens, 3 insects?
",270
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 15 cats, 5 cows, 1 bee, 11 grasshoppers, 10 deers, 12 cockroachs?
",264
